gene,total,log2FC,p_perm
USP10,123,0.9044475496252771,0.022786037491919844
PIK3IP1,108,-1.017923443918692,0.022786037491919844
TEC,136,1.319414090291072,0.02286683904330963
HYAL3,64,1.306818637067961,0.022947640594699416
MGAT1,161,0.5037007078968261,0.023109243697478993
MTHFS,64,-1.4034273488332687,0.023270846800258566
MAP4,133,1.0294343264638062,0.023513251454427925
PICALM,112,0.8786279938015169,0.023755656108597284
SPPL3,88,0.9363879342380835,0.02383645765998707
NAAA,59,-1.1823387640436651,0.02383645765998707
DTWD1,69,-0.9549194201176562,0.02383645765998707
HOXB2,86,-0.6944716725081593,0.023998060762766647
CHMP1B,158,-0.8975232160133308,0.024240465416936006
VPS72,111,-1.2524391657648568,0.024240465416936006
YIF1A,135,1.3078724684083811,0.024482870071105365
YPEL3,191,-1.043176016372041,0.02456367162249515
STK17A,168,1.6470785547275795,0.02456367162249515
EBAG9,96,-0.6411215127957939,0.02456367162249515
TPP1,154,0.6681793148889357,0.02480607627666451
EBPL,107,-1.4483245034484225,0.024886877828054297
GFM1,71,1.2044157757936715,0.02512928248222366
GTF2F2,124,0.6920232416116118,0.025452488687782805
AKNA,83,0.8426734994158911,0.025614091790562378
C12orf75,152,1.3620026228435138,0.025937297996121527
STK26,153,1.1375728090989277,0.025937297996121527
TMEM91,113,-0.5436050068815313,0.0260989010989011
FBXO11,213,0.9607799779925967,0.0260989010989011
TMEM60,142,-1.029031834051772,0.0260989010989011
CTA-29F11.1,155,-0.8484595884099502,0.026179702650290886
C18orf21,57,-1.1471831857700343,0.026179702650290886
TOR1A,56,-0.954069776370548,0.026260504201680673
TMEM57,113,0.7675966814127734,0.02634130575307046
TMX1,149,0.791998024902909,0.026502908855850032
CCNG2,194,-0.5730487847740143,0.026502908855850032
FYTTD1,177,0.8130885061665096,0.026583710407239818
ECM1,100,1.5114363566764324,0.026826115061409177
EIF2B5,67,-1.300333855869167,0.026826115061409177
COPRS,157,0.4617284374215106,0.026987718164188754
TMEM223,66,-1.1446871729659638,0.02706851971557854
IMPAD1,115,0.9210632601219144,0.027149321266968326
DHX9,173,0.7759753331494097,0.027149321266968326
YKT6,114,0.6645031884486691,0.027149321266968326
MARK3,79,0.7630563313525219,0.027230122818358113
ELAVL1,162,1.2277706180705066,0.0273109243697479
HDDC2,72,-1.4021325809286496,0.027391725921137686
RALB,218,-0.8364814242442489,0.027391725921137686
PPP1R9B,58,1.1534678601611636,0.027391725921137686
SPOP,148,-0.5046108752656653,0.027634130575307045
BBX,165,0.40138089111398717,0.02771493212669683
SHOC2,133,1.0294343264638062,0.027795733678086618
ZC3H6,73,-0.8405867446386605,0.027795733678086618
GPAT4,70,0.95322658356096,0.02803813833225598
CCDC112,99,-0.8015861849890408,0.02803813833225598
CD276,117,0.9486754913297749,0.02828054298642534
CCSER2,114,0.9070564021280347,0.02828054298642534
IP6K1,88,-0.6497333577428753,0.02828054298642534
NCKAP1,85,0.8808928216463797,0.028361344537815126
C2orf88,79,-1.5059345889154765,0.028442146089204912
ARHGAP6,86,-0.5214092607673342,0.02868455074337427
STAT6,60,1.206416740110123,0.02868455074337427
LFNG,73,1.8204485636785073,0.028765352294764058
HMCES,97,0.5174244265160304,0.028846153846153848
CAPZA1,196,0.8266626222772909,0.028926955397543634
ABHD2,113,0.7675966814127734,0.02900775694893342
SRPK2,136,-0.8759604732192301,0.029169360051712993
PSMD2,200,0.6543343707303774,0.02925016160310278
PCID2,56,-0.833111624076513,0.029330963154492566
SDF4,129,0.75643997010738,0.029411764705882353
CD58,99,1.1233508660369353,0.02965416936005171
PRKAA1,55,1.0702123565118122,0.029896574014221074
ATG4B,73,0.8173926526844248,0.03021978021978022
USP12,127,0.839999984560657,0.030300581771170006
PPID,60,-0.814907028698924,0.03046218487394958
ARHGEF40,55,0.8003493943358325,0.030623787976729152
SEC61A1,129,0.8652005386857976,0.03070458952811894
RNF149,116,0.934935434703471,0.03070458952811894
GATAD1,100,-0.8513392201861381,0.030866192630898515
ADAM17,100,0.9789609567017609,0.030866192630898515
MOBP,70,1.4454238752974657,0.031108597285067874
PIK3CB,61,1.5469975418993769,0.03127020038784745
U2AF1,91,-0.7457104140729933,0.03143180349062702
ATP6V0A1,62,1.5718722105384049,0.031512605042016806
DDA1,85,0.8808928216463797,0.031512605042016806
PIAS1,160,1.0019640555395397,0.031755009696186165
AKIP1,78,-0.9750930269409693,0.03191661279896574
SRPRA,126,0.7181360819307417,0.03207821590174531
BAZ1B,58,0.6510424239720127,0.03232062055591468
FAM103A1,148,-0.7554140893601509,0.03232062055591468
SZRD1,101,0.7113920798868446,0.03240142210730446
LMOD3,136,1.462108644312864,0.03248222365869425
CDKN3,149,1.4616127023894903,0.03248222365869425
SYNC,83,1.2219297394814457,0.03296703296703297
STARD4,198,1.0738703073581162,0.033047834518422754
MICB,56,-1.071234332536734,0.033047834518422754
ZNHIT3,139,-0.45994707783462113,0.033047834518422754
PQBP1,163,-0.566968999947042,0.0333710407239819
PDS5A,112,0.5245664957600475,0.03385585003232062
RP11-25K19.1,96,-0.9343949599136946,0.034502262443438916
NIPA2,111,0.5096932192785173,0.034744667097608276
DTNBP1,131,-0.6858575898392896,0.03490627020038785
LINC00936,63,-1.3433063563956986,0.03490627020038785
SF3A2,66,0.6543343707303799,0.035229476405946994
COA5,122,-0.7108409207962035,0.035229476405946994
CRIP1,119,0.7345506859769271,0.03555268261150614
LARP4B,63,0.7847208592039823,0.03555268261150614
HVCN1,56,-1.8237129260742653,0.03571428571428571
UBLCP1,86,1.0785904000386017,0.03571428571428571
NPTN,72,0.997964898326244,0.03571428571428571
THAP9-AS1,118,-0.6546363192702749,0.035875888817065285
RNF187,165,-0.8937379830280164,0.035875888817065285
TSTA3,70,0.95322658356096,0.03595669036845507
MAGEH1,71,-1.7659974282179778,0.03603749191984486
TXNDC12,184,-0.5951353075216131,0.036118293471234644
ITPR1,116,0.8100319477331709,0.03619909502262444
LCP2,189,1.265830225617123,0.036279896574014224
SLCO2B1,72,1.4888164708108484,0.036279896574014224
RUVBL1,133,0.42523406163200705,0.03652230122818358
TNFSF12,139,-0.8815551194932344,0.03660310277957337
RDH14,74,-0.7179351874438433,0.03660310277957337
